0,1,?? 
1,1,[钱][二哈][傻眼] 
2,0,宝掰太优秀了 
3,0,[心] 
4,1,转发微博 
5,0,//@评论打卡:#蔡徐坤快乐大本营#本周六又可以在快本见到蔡徐坤了！只要一到快本，蔡小葵就一定会出现！[awsl][awsl][awsl]#原创音乐制作人蔡徐坤# 
6,1,转发微博 
7,0,[哈欠][蛋糕]看的我激动得不知道怎么说了[晕] 
8,0,冠军咯，冠军咯！！！！湖人总冠军 ??
9,1,转发微博 
10,1,转发微博 
11,1,转发微博 
12,0,#娱乐[超话]##乘风破浪的姐姐黑马海报#很有姐姐的态度[good]宁静金晨孟佳郁可唯眼神很到位，张含韵仰头微笑反而有种特别的感觉~姐姐们今晚成团顺利[打call] ??
13,0,回忆那场婚姻生活，她觉得两个人干得挺漂亮。「该干的都干了，特别尽兴。」 「尽兴」，对她太重要了。「他也是那样的一个人，我也是这样的一个人，我觉得这种情感质量、密度和质感都有，想起这一趟来，没白走。」 
14,1,转发微博 
15,1,发布了头条文章：《脱口秀大会总决赛，李雪琴没拿冠军啊》 http://t.cn/A64ktXrp ??
16,0,[困][熊猫]感觉自己不赞一个不行啊。[浪] 
17,0,[冲锋队员][浩克] 
18,1,[好爱哦]//@用户7472381350会飞的鱼:转发微博 
19,1,[兔子]//@用户7472381350会飞的鱼:转发微博 
20,1,[二哈]//@用户7472381350会飞的鱼:转发微博 
21,1,我自信 我已经做好准备 http://t.cn/A64f1UgT 
22,0,嗨22岁了不起啦 
23,1,转发微博 
24,1,转发微博 
25,1,转发微博 
26,1,1//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
27,1,3//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
28,1,14//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
29,1,10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
30,1,15//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
31,1,16//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
32,1,13//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
33,1,11//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
34,1,20//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
35,1,10//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
36,1,6//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
37,1,18//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
38,1,17//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
39,1,6//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
40,1,5//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
41,1,13//@不愿让你一个人_K:电竞小可爱呀#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 
